timestamp,bid_px_0,bid_sz_0,bid_px_1,bid_sz_1,bid_px_2,bid_sz_2,bid_px_3,bid_sz_3,bid_px_4,bid_sz_4,bid_px_5,bid_sz_5,bid_px_6,bid_sz_6,bid_px_7,bid_sz_7,bid_px_8,bid_sz_8,bid_px_9,bid_sz_9,ask_px_0,ask_sz_0,ask_px_1,ask_sz_1,ask_px_2,ask_sz_2,ask_px_3,ask_sz_3,ask_px_4,ask_sz_4,ask_px_5,ask_sz_5,ask_px_6,ask_sz_6,ask_px_7,ask_sz_7,ask_px_8,ask_sz_8,ask_px_9,ask_sz_9
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,18.92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84,100,18.92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84,100,20.62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,100,20.62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,100,21.47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.47,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,21.47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,17.85,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,100,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,100,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,200,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,200,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,300,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,17.44,100,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,300,9.79,100,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,300,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,100,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,300,9.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,100,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,9.24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,100,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,9.24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,8.74,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,100,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,100,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,100,9.99,100,0,0,0,0,0,0,0,0,0,0,0,0,17.6,100,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,100,9.99,100,0,0,0,0,0,0,0,0,0,0,0,0,17.12,100,17.6,100,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,200,9.99,100,0,0,0,0,0,0,0,0,0,0,0,0,17.12,100,17.6,100,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,200,9.99,100,0,0,0,0,0,0,0,0,0,0,0,0,17.12,100,17.6,200,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,0,0,0,0,17.12,100,17.6,200,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,0,0,0,0,17.12,200,17.6,200,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,0,0,17.12,200,17.6,200,18.32,700,20.48,700,0,0,0,0,0,0,0,0,0,0,0,0
160,7.74,700,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,0,0,17.12,200,17.6,200,18.32,700,18.4,100,20.48,700,0,0,0,0,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,17.12,200,17.6,200,18.32,700,18.4,100,20.48,700,0,0,0,0,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,17.12,200,17.6,200,18.32,700,18.4,100,20.32,100,20.48,700,0,0,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,20.32,100,20.48,700,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,20.32,100,20.48,600,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,100,20.32,100,20.48,600,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,100,20.32,100,20.48,500,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,200,20.32,100,20.48,500,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,200,20.32,100,20.48,400,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,300,20.32,100,20.48,400,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,300,20.32,100,20.48,300,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,400,20.32,100,20.48,300,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,400,20.32,100,20.48,200,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,500,20.32,100,20.48,200,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,500,20.32,100,20.48,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,600,20.32,100,20.48,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,600,20.32,100,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,0,0,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,17.12,200,17.6,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,17.12,200,17.6,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,17.12,100,17.6,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,100,17.12,100,17.6,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,100,17.12,100,17.6,100,18.32,700,18.4,100,19.58,700,20.32,100,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,100,16.83,100,17.12,100,17.6,100,18.32,700,18.4,100,19.58,700,20.32,100
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,100,16.83,100,17.6,100,18.32,700,18.4,100,19.58,700,20.32,100,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,100,17.6,100,18.32,700,18.4,100,19.58,700,20.32,100,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,100,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,18.32,700,18.4,100,19.58,700,20.32,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,18.32,700,19.58,700,20.32,100,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,17.6,100,18.32,700,19.58,700,20.32,100,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,17.6,100,18.32,700,19.58,700,0,0,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.18,700,0,0,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,0,0,0,0,15.3,100,16.11,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,0,0,0,0,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,700,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,0,0,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,600,7.84,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,0,0,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,600,7.84,100,8.47,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,500,7.84,100,8.47,100,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,500,7.84,100,8.47,200,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,400,7.84,100,8.47,200,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,400,7.84,100,8.47,300,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,300,7.84,100,8.47,300,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,300,7.84,100,8.47,400,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,200,7.84,100,8.47,400,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,200,7.84,100,8.47,500,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,100,7.84,100,8.47,500,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.74,100,7.84,100,8.47,600,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.84,100,8.47,600,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,0,0,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
160,7.84,100,8.47,700,9.13,100,9.29,700,9.67,200,9.99,200,10.05,700,10.18,700,11.76,100,0,0,15.3,100,16.11,700,16.3,700,16.38,200,16.83,200,17.6,100,18.32,700,19.44,100,19.58,700,0,0
